date,Observed,Predicted_TVGM
1984-04-19,3.03,3.285773344770655
1984-04-20,2.74,2.803535775281559
1984-04-21,2.38,2.5490899027541287
1984-04-22,2.01,2.276944372224545
1984-04-23,1.88,1.9506655406510158
1984-04-24,1.69,1.744319391040188
1984-04-25,1.47,1.7074035056763974
1984-04-26,1.33,1.4019747830875071
1984-04-27,1.14,1.2909390354625516
1984-04-28,1.0,1.1786763152195336
1984-04-29,1.0,1.0661489069644963
1984-04-30,0.96,1.052048707955755
1984-05-01,0.91,0.8647594350807193
1984-05-02,0.96,0.8071445907144346
1984-05-03,0.91,0.8602516996430181
1984-05-04,0.83,0.7963680170387655
1984-05-05,0.79,0.7170214665103376
1984-05-06,0.7,0.7017954300437934
1984-05-07,0.7,0.5778457190294253
1984-05-08,0.62,0.6046853850942929
1984-05-09,0.58,0.5230197597505363
1984-05-10,0.54,0.5023788661758267
1984-05-11,0.51,0.44937353047364176
1984-05-12,0.47,0.43273813254753224
1984-05-13,0.47,0.3889068034617787
1984-05-14,0.43,0.41701395860326007
1984-05-15,0.4,0.37810292970682047
1984-05-16,0.43,0.2990632197683392
1984-05-17,0.4,0.36253319594901484
1984-05-18,0.43,0.3286266839524836
1984-05-19,0.43,0.39827108022311253
1984-05-20,0.54,0.36529485527340366
1984-05-21,0.66,0.6871646588200205
1984-05-22,0.62,0.7508717038871405
1984-05-23,0.51,0.6261832496457909
1984-05-24,0.54,0.5709615892978279
1984-05-25,0.54,0.6165260621631607
1984-05-26,0.51,0.622638289877899
1984-05-27,0.51,0.5247603765178632
1984-05-28,0.51,0.5296564420849993
1984-05-29,0.51,0.5853825213369196
1984-05-30,0.43,0.5302761952863289
1984-05-31,0.43,0.4704341926264972
1984-06-01,0.4,0.47226827700005836
1984-06-02,0.36,0.3464673396732764
1984-06-03,0.33,0.3201823878424753
1984-06-04,0.33,0.37463080871537535
1984-06-05,0.29,0.24481223973548355
1984-06-06,0.24,0.3265325066714705
1984-06-07,0.19,0.1824745350177017
1984-06-08,0.16,0.07361973128925986
1984-06-09,0.14,0.07678283085037885
1984-06-10,0.14,0.09859917819957459
1984-06-11,0.14,0.07311132637635015
1984-06-12,0.12,0.09056733089417557
1984-06-13,0.11,0.09079518934955422
1984-06-14,0.11,0.2861627813788644
1984-06-15,0.27,0.505083541160993
1984-06-16,0.44,0.8129109306701855
1984-06-17,0.57,1.369432270124196
1984-06-18,0.86,1.3434568604494372
1984-06-19,0.9,1.6015531131049032
1984-06-20,0.86,1.5192153283241618
1984-06-21,0.9,1.3687924926298065
1984-06-22,0.94,1.3934447565537957
1984-06-23,0.86,1.4182353328425519
1984-06-24,1.02,1.3545426169721786
1984-06-25,0.98,1.5065526132982925
1984-06-26,0.98,1.4297570173794956
1984-06-27,0.66,1.3948465093196727
1984-06-28,0.66,1.0865162821297276
1984-06-29,0.66,1.0599315893539134
1984-06-30,0.7,1.1458795903930983
1984-07-01,0.7,1.1088853136724395
1984-07-02,0.7,1.0246518577098354
1984-07-03,0.62,1.019490572750474
1984-07-04,0.62,0.8092809309939881
1984-07-05,0.58,0.848330809314584
1984-07-06,0.54,0.7484089970345187
1984-07-07,0.54,0.6538811150847279
1984-07-08,0.58,0.7373635201869846
1984-07-09,0.47,0.7661536527683838
1984-07-10,0.36,0.6738671854172765
1984-07-11,0.33,0.4674745433315288
1984-07-12,0.33,0.4063577806746222
1984-07-13,0.33,0.41250365682667783
1984-07-14,0.4,0.30536633670561447
1984-07-15,0.33,0.5647682828574689
1984-07-16,0.26,0.45118516578201456
1984-07-17,0.21,0.35660870369889347
1984-07-18,0.14,0.27960219444398604
1984-07-19,0.12,0.27374814051575985
1984-07-20,0.12,0.18556844591207655
1984-07-21,0.21,0.20343613889176282
1984-07-22,0.33,0.284587575414301
1984-07-23,0.29,0.4877394979825277
1984-07-24,0.24,0.38814950434690054
1984-07-25,0.24,0.47564372173121505
1984-07-26,0.51,0.5501021411404399
1984-07-27,0.58,0.6986629211805426
1984-07-28,0.54,0.5473911730143844
1984-07-29,0.51,0.5483903068996444
1984-07-30,0.47,0.6080797281919041
1984-07-31,0.75,0.6757983788190305
1984-08-01,0.62,0.8655113167555343
1984-08-02,0.47,0.39184051902494244
1984-08-03,0.43,0.6824676035526118
1984-08-04,0.36,0.6769073081025081
1984-08-05,0.26,0.6004998106165187
1984-08-06,0.19,0.16413690484523313
1984-08-07,0.12,0.3593959123864525
1984-08-08,0.11,0.4705298577902308
1984-08-09,0.076,0.26585057630431985
1984-08-10,0.06,0.4544697582296048
1984-08-11,0.076,0.23208311473699317
1984-08-12,0.06,0.45562617422851404
1984-08-13,0.052,0.335070828117105
1984-08-14,0.043,0.33673211844051454
1984-08-15,0.035,0.2639110474181626
1984-08-16,0.035,0.2359820171866175
1984-08-17,0.035,0.1437284465582247
1984-08-18,0.035,0.20387421806269412
1984-08-19,0.035,0.060549700195149714
1984-08-20,0.035,0.12984878222543972
1984-08-21,0.035,0.0
1984-08-22,0.035,0.11696370874225825
1984-08-23,0.06,0.05223502236389621
1984-08-24,0.06,0.22537243417680242
1984-08-25,0.092,0.13338102512941086
1984-08-26,0.052,0.2984503167784387
1984-08-27,0.052,0.3140765532062666
1984-08-28,0.043,0.34217851420493894
1984-08-29,0.035,0.3666542948785132
1984-08-30,0.035,0.19293397687494962
1984-08-31,0.035,0.28182331882841616
1984-09-01,0.035,0.2555359807566536
1984-09-02,0.026,0.1709915924784352
1984-09-03,0.026,0.10440516680449441
1984-09-04,0.026,0.10400449461529804
1984-09-05,0.026,0.09182299291009466
1984-09-06,0.026,0.013019462053007191
1984-09-07,0.026,0.16833095344373739
1984-09-08,0.026,0.05926125327301823
1984-09-09,0.026,0.09479698136492587
1984-09-10,0.026,0.12108690002266775
1984-09-11,0.026,0.22129666092368006
1984-09-12,0.026,0.12037396283157475
1984-09-13,0.026,0.1040984385616679
1984-09-14,0.026,0.031053024650087857
1984-09-15,0.018,0.06785420183988322
1984-09-16,0.018,0.07622851318370405
1984-09-17,0.018,0.05032696619585131
1984-09-18,0.018,0.10112576917264537
1984-09-19,0.018,0.020849849151172495
1984-09-20,0.018,0.08261544347448507
1984-09-21,0.026,0.05336527895092613
1984-09-22,0.026,0.09305230422146776
1984-09-23,0.043,0.017790603430547836
1984-09-24,0.043,0.13418909720401334
1984-09-25,0.052,0.0
1984-09-26,0.043,0.07794352309390157
1984-09-27,0.043,0.1199865970054681
1984-09-28,0.043,0.0912335612698526
1984-09-29,0.043,0.19569916073126947
1984-09-30,0.052,0.12770227812152246
1984-10-01,0.076,0.25081247993929845
1984-10-02,0.11,0.20460512483578597
1984-10-03,0.12,0.3113886489333773
1984-10-04,0.12,0.17310934518286514
1984-10-05,0.12,0.18758906979386958
1984-10-06,0.12,0.25091818439839003
1984-10-07,0.16,0.2747040780122027
1984-10-08,0.16,0.211675894971795
1984-10-09,0.14,0.2450708792196522
1984-10-10,0.16,0.22735142019068086
1984-10-11,0.16,0.22254541783890047
1984-10-12,0.14,0.17974148069125367
1984-10-13,0.16,0.30033915361694974
1984-10-14,0.21,0.11945143309206979
1984-10-15,0.21,0.3260602963647407
1984-10-16,0.21,0.32531229311095233
1984-10-17,0.19,0.30383114976260006
1984-10-18,0.21,0.19375842786841546
1984-10-19,0.29,0.27160788421720883
1984-10-20,0.29,0.40540947647037845
1984-10-21,0.29,0.2999772276159133
1984-10-22,0.26,0.448811872983857
1984-10-23,0.26,0.4160820368599899
1984-10-24,0.29,0.30335637081694455
1984-10-25,0.33,0.26235467998110085
1984-10-26,0.33,0.33568261634053553
1984-10-27,0.36,0.3315685604065402
1984-10-28,0.4,0.3429946581011523
1984-10-29,0.41,0.36729583603089644
1984-10-30,0.37,0.3574709998189338
1984-10-31,0.32,0.32078018429931354
1984-11-01,0.3,0.2681035456537173
1984-11-02,0.34,0.27293696674781975
1984-11-03,0.41,0.3297347838384938
1984-11-04,0.43,0.33453677461114045
1984-11-05,0.44,0.40618700230708454
1984-11-06,0.45,0.4134538815486343
1984-11-07,0.45,0.41291963418209504
1984-11-08,0.41,0.40574627561838406
1984-11-09,0.35,0.3255873874729
1984-11-10,0.27,0.2543213393852237
1984-11-11,0.19,0.19679301781441733
1984-11-12,0.12,0.09082290056370995
1984-11-13,0.077,0.04594126289822348
1984-11-14,0.06,0.002507522245216387
1984-11-15,0.052,0.02417255343893643
1984-11-16,0.038,0.0010807337514799342
1984-11-17,0.02,0.02851417943783624
1984-11-18,0.004,0.009457495555348694
1984-11-19,0.0,0.01971654080562263
1984-11-20,0.0,0.004716242320820241
1984-11-21,0.0,0.00822789869166718
1984-11-22,0.0,2.650365424344825e-05
1984-11-23,0.0,0.0019388539643044322
1984-11-24,0.0,0.0
1984-11-25,0.0,0.0
1984-11-26,0.0,0.0
1984-11-27,0.0,0.0
1984-11-28,0.0,0.0
1984-11-29,0.0,0.0
1984-11-30,0.0,0.0
1984-12-01,0.0,0.0
1984-12-02,0.0,0.0
1984-12-03,0.0,0.004255636051100409
1984-12-04,0.0,0.0
1984-12-05,0.0,0.0
1984-12-06,0.0,0.0
1984-12-07,0.0,0.0
1984-12-08,0.0,0.0
1984-12-09,0.0,0.0
1984-12-10,0.0,0.0
1984-12-11,0.0,0.0
1984-12-12,0.0,0.0
1984-12-13,0.0,0.003990970937901739
1984-12-14,0.0,0.0
1984-12-15,0.0,0.0012305672491634279
1984-12-16,0.0,0.0
1984-12-17,0.0,0.0
1984-12-18,0.0,0.0
1984-12-19,0.0,0.0
1984-12-20,0.0,0.0
1984-12-21,0.0,0.0
1984-12-22,0.0,0.0
1984-12-23,0.0,0.0
1984-12-24,0.0,0.0
1984-12-25,0.0,0.0
1984-12-26,0.0,0.0
1984-12-27,0.0,0.0
1984-12-28,0.0,0.0
1984-12-29,0.0,0.0
1984-12-30,0.0,0.0
1984-12-31,0.0,0.0
1985-01-01,0.0,0.0
1985-01-02,0.0,0.0
1985-01-03,0.0,0.0
1985-01-04,0.0,0.0
1985-01-05,0.0,0.0
1985-01-06,0.0,0.0
1985-01-07,0.0,0.0
1985-01-08,0.0,0.0
1985-01-09,0.0,0.0
1985-01-10,0.0,0.0
1985-01-11,0.0,0.0
1985-01-12,0.0,0.0
1985-01-13,0.0,0.0
1985-01-14,0.0,0.000842511546516489
1985-01-15,0.0,0.0
1985-01-16,0.0,0.0
1985-01-17,0.0,0.0
1985-01-18,0.0,0.00013553869785670747
1985-01-19,0.0,0.0
1985-01-20,0.0,0.0
1985-01-21,0.0,0.0
1985-01-22,0.0,0.0
1985-01-23,0.0,0.0
1985-01-24,0.0,0.0
1985-01-25,0.0,0.017319392440314885
1985-01-26,0.0,0.023383170523869623
1985-01-27,0.0,0.03165267708949443
1985-01-28,0.0,0.022803379319147887
1985-01-29,0.0,0.02563839308599508
1985-01-30,0.0,0.027116004841702124
1985-01-31,0.0,0.018021722585096545
1985-02-01,0.0,0.01340418776346236
1985-02-02,0.0,0.009260525579516454
1985-02-03,0.0,0.013369800626140016
1985-02-04,0.0,0.00992433912673013
1985-02-05,0.0,0.008472922872989841
1985-02-06,0.0,0.004569753108926933
1985-02-07,0.0,0.0016672953510635247
1985-02-08,0.0,0.02731968173920818
1985-02-09,0.0,0.00673044720014504
1985-02-10,0.0,0.04101845406060517
1985-02-11,0.0,0.039814145655145794
1985-02-12,0.0,0.047381250585840085
1985-02-13,0.0,0.07180889820140934
1985-02-14,0.0,0.0662448819516232
1985-02-15,0.0,0.048052644606624895
1985-02-16,0.0,0.06879145247684754
1985-02-17,0.0,0.07077002705475782
1985-02-18,0.0,0.07812011269190139
1985-02-19,0.0,0.08761738852430051
1985-02-20,0.0,0.09918161105395201
1985-02-21,0.0,0.04104572843629045
1985-02-22,0.0,0.08444367107191608
1985-02-23,0.0,0.07425041752834138
1985-02-24,0.0,0.06656689665883453
1985-02-25,0.0,0.03752769374549886
1985-02-26,0.0,0.0631608044036327
1985-02-27,0.0,0.07515010025435442
1985-02-28,0.0,0.15716862319505231
1985-03-01,0.0,0.1673487296160447
1985-03-02,0.0,0.11687432067745196
1985-03-03,0.0,0.16725857487875423
1985-03-04,0.0,0.18249101501933357
1985-03-05,0.0,0.11942562395518669
1985-03-06,0.0,0.09177451084833871
1985-03-07,0.0,0.11269022564207709
1985-03-08,0.0,0.11914564089085744
1985-03-09,0.0,0.09869686215204376
1985-03-10,0.0,0.08390966491414942
1985-03-11,0.0,0.081738590012439
1985-03-12,0.0,0.07012483298023414
1985-03-13,0.0,0.058691874525738486
1985-03-14,0.0,0.058791081316054816
1985-03-15,0.0,0.05445854526550126
1985-03-16,0.0,0.0462756372274446
1985-03-17,0.0,0.04204563896242036
1985-03-18,0.0,0.03032377282534454
1985-03-19,0.0,0.028921265625966475
1985-03-20,0.0,0.02185955148221219
1985-03-21,0.0,0.02126700051764374
1985-03-22,0.0,0.033046875817696275
1985-03-23,0.0,0.10075112037013056
1985-03-24,0.046,0.03210073311811312
1985-03-25,0.17,0.06411373293953893
1985-03-26,0.21,0.18864277371583116
1985-03-27,0.24,0.2612814291529624
1985-03-28,0.27,0.4028223104055816
1985-03-29,0.3,0.407849838065193
1985-03-30,0.32,0.5757360515384675
1985-03-31,0.35,0.58930467935008
1985-04-01,0.36,0.8096719740139392
1985-04-02,0.37,0.5605432611857428
1985-04-03,0.29,0.4981753214966427
1985-04-04,0.38,0.559363962127564
1985-04-05,0.8,0.7809945854278404
1985-04-06,0.97,0.9203004467519901
1985-04-07,0.96,1.155424293792106
1985-04-08,1.34,1.2328234636160351
1985-04-09,1.8,1.2982448223345822
1985-04-10,1.85,1.6986978617148085
1985-04-11,1.88,2.354371934528287
1985-04-12,1.93,1.696208659556761
1985-04-13,2.0,1.8794998309223074
1985-04-14,2.11,1.8925032918944562
1985-04-15,2.22,2.2085661412555155
1985-04-16,2.32,2.292179774410997
1985-04-17,2.41,2.327948955285926
1985-04-18,2.51,2.442821657966077
1985-04-19,2.55,2.4340151238514234
1985-04-20,2.35,2.406573107379092
1985-04-21,2.07,2.3722655353680446
1985-04-22,1.89,2.0420909467668285
1985-04-23,1.77,1.690480106840689
1985-04-24,1.65,1.5705200544225728
1985-04-25,1.52,1.525682967155118
1985-04-26,1.39,1.5357011388512243
1985-04-27,1.31,1.2852557465609036
1985-04-28,1.24,1.2590790742164824
1985-04-29,1.18,1.2331069800072845
1985-04-30,1.11,1.1030729453013697
1985-05-01,1.05,1.1840236121916932
1985-05-02,0.97,1.2095535698598372
1985-05-03,0.87,1.1998933086920431
1985-05-04,1.19,1.5264388851284016
1985-05-05,2.57,2.01302016801513
1985-05-06,3.05,4.179893947499929
1985-05-07,2.73,2.7773963501345063
1985-05-08,2.18,2.3660079740566986
1985-05-09,1.82,2.3210250248871502
1985-05-10,1.43,1.6250503372734801
1985-05-11,1.19,1.3869748016032828
1985-05-12,1.03,1.2919547419683068
1985-05-13,0.82,1.1938149988229991
1985-05-14,0.82,1.000105941045786
1985-05-15,0.78,0.9203033252783727
1985-05-16,0.73,0.7932885919562195
1985-05-17,0.73,0.6484156109518826
1985-05-18,0.73,0.7998450014777702
1985-05-19,0.68,1.0285829762720042
1985-05-20,0.68,1.1603613373865997
1985-05-21,0.68,0.9727191066844987
1985-05-22,0.64,0.8892893077048086
1985-05-23,0.64,0.8235541223863081
1985-05-24,0.6,0.7747409140812834
1985-05-25,0.56,0.7804786625712811
1985-05-26,0.56,0.7143264308780769
1985-05-27,0.52,0.6683780953064395
1985-05-28,0.52,0.6273624759677887
1985-05-29,0.45,0.5635478270301842
1985-05-30,0.45,0.48908568552716236
1985-05-31,0.48,0.48469895708246213
1985-06-01,0.45,0.5932396800369674
1985-06-02,0.45,0.5339482643484464
1985-06-03,0.42,0.5328718633436803
1985-06-04,0.42,0.4882473269719904
1985-06-05,0.42,0.41000739436550704
1985-06-06,0.4,0.3945975860508907
1985-06-07,0.37,0.4434380801108828
1985-06-08,0.34,0.4356858167341891
1985-06-09,0.32,0.2543151571974924
1985-06-10,0.32,0.38258834521503615
1985-06-11,0.27,0.36235737248174993
1985-06-12,0.24,0.26456792704549814
1985-06-13,0.24,0.21792147253557687
1985-06-14,0.24,0.22941446759342865
1985-06-15,0.29,0.17168407915426992
1985-06-16,0.32,0.29241852185681455
1985-06-17,0.32,0.3311438080590104
1985-06-18,0.32,0.30017333590216855
1985-06-19,0.32,0.32004491431642196
1985-06-20,0.68,0.2411500277982339
1985-06-21,0.78,0.3625782739003497
1985-06-22,0.73,0.4311868878829405
1985-06-23,0.68,0.5716560749555284
1985-06-24,0.56,0.42784950357050033
1985-06-25,0.45,0.9163524918255433
1985-06-26,0.45,1.1417180051149618
1985-06-27,0.37,1.0338620004880799
1985-06-28,0.29,0.539182333989253
1985-06-29,0.27,0.6242609237093194
1985-06-30,0.24,0.6338420817804413
1985-07-01,0.22,0.5215674888500028
1985-07-02,0.2,0.3757352093595705
1985-07-03,0.2,0.3149806349153057
1985-07-04,0.2,0.3650507101791377
1985-07-05,0.19,0.38391309848181854
1985-07-06,0.17,0.2782781323291067
1985-07-07,0.16,0.34200529385492906
1985-07-08,0.12,0.32202947250192526
1985-07-09,0.12,0.2856527032166294
1985-07-10,0.14,0.25590779127584107
1985-07-11,0.14,0.3171784637350049
1985-07-12,0.12,0.09767178597582316
1985-07-13,0.12,0.16564390774717097
1985-07-14,0.11,0.170688669534088
1985-07-15,0.11,0.10241339160094509
1985-07-16,0.11,0.18342740923199452
1985-07-17,0.14,0.2399800250630627
1985-07-18,0.14,0.14816975942421196
1985-07-19,0.16,0.36685367451411044
1985-07-20,0.17,0.3153454018079407
1985-07-21,0.19,0.42147188958850623
1985-07-22,0.19,0.2158505040874492
1985-07-23,0.17,0.44845879907894526
1985-07-24,0.16,0.18916063949597828
1985-07-25,0.14,0.42724262087821585
1985-07-26,0.11,0.3813485930248903
1985-07-27,0.11,0.41384697220840605
1985-07-28,0.088,0.4273842738157977
1985-07-29,0.088,0.2905666185958712
1985-07-30,0.073,0.5364696031573227
1985-07-31,0.073,0.3383950355122868
1985-08-01,0.073,0.3880155165283212
1985-08-02,0.088,0.38040229022764604
1985-08-03,0.16,0.421276516107955
1985-08-04,0.22,0.43922100635369243
1985-08-05,0.24,0.4125609641601996
1985-08-06,0.22,0.46876968185668844
1985-08-07,0.22,0.37273426936702614
1985-08-08,0.22,0.3861523477620935
1985-08-09,0.22,0.3113251709165048
1985-08-10,0.22,0.31774697834226173
1985-08-11,0.22,0.2181978355789005
1985-08-12,0.24,0.22018730027531408
1985-08-13,0.24,0.19282616714253564
1985-08-14,0.22,0.1625723562818917
1985-08-15,0.2,0.27075016132310015
1985-08-16,0.2,0.23707316208587081
1985-08-17,0.19,0.17178509283412713
1985-08-18,0.17,0.09067682584778158
1985-08-19,0.16,0.1717572024095852
1985-08-20,0.12,0.0633312048821777
1985-08-21,0.12,0.18072147001615246
1985-08-22,0.14,0.0707057237929597
1985-08-23,0.11,0.1771313982264875
1985-08-24,0.088,0.7243048923370385
1985-08-25,0.37,0.8834401223260264
1985-08-26,0.29,0.9384787445643508
1985-08-27,0.29,0.576004353268803
1985-08-28,0.34,0.7718172602116964
1985-08-29,0.42,0.7860346549348876
1985-08-30,0.4,0.7165358593204328
1985-08-31,0.34,0.6261255589665771
1985-09-01,0.32,0.5622962603861084
1985-09-02,0.29,0.4932461977576325
1985-09-03,0.27,0.40234931122658063
1985-09-04,0.22,0.3143200944594057
1985-09-05,0.19,0.32669496617125726
1985-09-06,0.17,0.2741768848587655
1985-09-07,0.14,0.2465739829228908
1985-09-08,0.11,0.20742119480466326
1985-09-09,0.073,0.18929098969096364
1985-09-10,0.073,0.1378824657657139
1985-09-11,0.088,0.08166614360549013
1985-09-12,0.073,0.09766986695954033
1985-09-13,0.073,0.07515019360354314
1985-09-14,0.061,0.015301758256699993
1985-09-15,0.061,0.0018524306467169183
1985-09-16,0.061,0.0406542582160041
1985-09-17,0.061,0.0
1985-09-18,0.061,0.011280143647366292
1985-09-19,0.051,0.0
1985-09-20,0.051,0.0
1985-09-21,0.051,0.06439880262453052
1985-09-22,0.051,0.038271672618996944
1985-09-23,0.051,0.0
1985-09-24,0.051,0.019609119698772937
1985-09-25,0.051,0.0473109964810019
1985-09-26,0.051,0.03642613614021939
1985-09-27,0.051,0.08403024478865251
1985-09-28,0.061,0.10231419793718427
1985-09-29,0.073,0.2022557718265361
1985-09-30,0.073,0.1369777297548953
1985-10-01,0.088,0.4166007505503408
1985-10-02,0.11,0.19772948255264766
1985-10-03,0.11,0.18888551637471573
1985-10-04,0.14,0.10325625845891867
1985-10-05,0.16,0.19009345799372285
1985-10-06,0.17,0.09882333163884288
1985-10-07,0.17,0.1396232397883278
1985-10-08,0.17,0.26245331592909305
1985-10-09,0.19,0.2238927382836842
1985-10-10,0.19,0.18093390226641898
1985-10-11,0.19,0.21036834891168563
1985-10-12,0.19,0.18788370760251746
1985-10-13,0.19,0.11535798304778044
1985-10-14,0.22,0.17683355136653633
1985-10-15,0.22,0.2329310594559577
1985-10-16,0.22,0.17986515936503877
1985-10-17,0.27,0.30437074627126476
1985-10-18,0.27,0.1741778786840959
1985-10-19,0.3,0.28820688076185735
1985-10-20,0.27,0.33802678974545614
1985-10-21,0.22,0.2965143878620451
1985-10-22,0.1,0.1938383041085094
1985-10-23,0.1,0.1139747530567731
1985-10-24,0.12,0.10321803156732148
1985-10-25,0.12,0.09621017984121555
1985-10-26,0.1,0.08778666587347322
1985-10-27,0.12,0.0693811924564639
1985-10-28,0.13,0.06624813801923715
1985-10-29,0.13,0.06614937054771147
1985-10-30,0.21,0.07009194115756956
1985-10-31,0.36,0.17125752679813355
1985-11-01,0.23,0.3252386116498211
1985-11-02,0.26,0.12099381337087123
1985-11-03,0.26,0.1993395823681263
1985-11-04,0.32,0.20124571212236533
1985-11-05,0.23,0.2575515378378569
1985-11-06,0.12,0.23860883891016021
1985-11-07,0.082,0.2879876750555902
1985-11-08,0.07,0.36852558606628216
1985-11-09,0.059,0.4015991087122059
1985-11-10,0.05,0.3702681705821016
1985-11-11,0.034,0.3976676140404737
1985-11-12,0.027,0.41994236778351995
1985-11-13,0.021,0.3093924553469136
1985-11-14,0.018,0.3031148126860704
1985-11-15,0.013,0.2915888530753987
1985-11-16,0.01,0.29220840102286866
1985-11-17,0.004,0.26754589716467114
1985-11-18,0.001,0.27402872517052024
1985-11-19,0.0,0.20964299430195255
1985-11-20,0.0,0.2428342236731365
1985-11-21,0.0,0.220767667474569
1985-11-22,0.0,0.17886450848908003
1985-11-23,0.0,0.27653447054131014
1985-11-24,0.0,0.14579128196848823
1985-11-25,0.0,0.18754678747127979
1985-11-26,0.0,0.19492862442311115
1985-11-27,0.0,0.1860549604699656
1985-11-28,0.0,0.1281494050925852
1985-11-29,0.0,0.14592507681670336
1985-11-30,0.0,0.1366708597492875
1985-12-01,0.0,0.11528336999745181
1985-12-02,0.0,0.11022702100650572
1985-12-03,0.0,0.09389080410584771
1985-12-04,0.0,0.09932405199100602
1985-12-05,0.0,0.06912491613297611
1985-12-06,0.0,0.06996056446023585
1985-12-07,0.0,0.055453351532347483
1985-12-08,0.0,0.05379407709241113
1985-12-09,0.0,0.05207094162608378
1985-12-10,0.0,0.03861881938557893
1985-12-11,0.0,0.03093052875759522
1985-12-12,0.0,0.02722493447981278
1985-12-13,0.0,0.029931827797683996
1985-12-14,0.0,0.020169399907481234
1985-12-15,0.0,0.02000446280655943
1985-12-16,0.0,0.013666236884719574
1985-12-17,0.0,0.03893861260282394
1985-12-18,0.0,0.022741866709652114
1985-12-19,0.0,0.031570709316307954
1985-12-20,0.0,0.013580559213072885
1985-12-21,0.0,0.02616618237738544
1985-12-22,0.0,0.019696856874830915
1985-12-23,0.0,0.04530970151526825
1985-12-24,0.0,0.010805772274030123
1985-12-25,0.0,0.06327802449763842
1985-12-26,0.0,0.0
1985-12-27,0.0,0.04767749664810789
1985-12-28,0.0,0.058627302669711834
1985-12-29,0.0,0.04218632413768375
1985-12-30,0.0,0.033870311416871024
1985-12-31,0.0,0.030356619163375953
1986-01-01,0.0,0.040595377334325666
1986-01-02,0.0,0.0644420672114886
1986-01-03,0.0,0.01900582493006453
1986-01-04,0.0,0.07692658400124386
1986-01-05,0.0,0.003908907102660952
1986-01-06,0.0,0.05936806702126246
1986-01-07,0.0,0.058275393129010755
1986-01-08,0.0,0.053093511108531055
1986-01-09,0.0,0.01583744099189366
1986-01-10,0.0,0.03438785643300396
1986-01-11,0.0,0.03910442619071375
1986-01-12,0.0,0.02662397620049972
1986-01-13,0.0,0.02410950330912115
1986-01-14,0.0,0.018080738453793488
1986-01-15,0.0,0.014319618123071642
1986-01-16,0.0,0.005789732334023523
1986-01-17,0.0,0.02942286676923006
1986-01-18,0.0,0.010494912527267308
